COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_PRIMARY_KEY
-----------,----------------,---------,-----------,------------------------,-----------------,-------------,--------------
id,1,bigint,YES,NULL,19,0,0
id_ITP,2,bigint,YES,NULL,19,0,0
seq01,3,nvarchar,YES,-1,NULL,NULL,0
seq02,4,bigint,YES,NULL,19,0,0
seq03,5,nvarchar,YES,-1,NULL,NULL,0
seq04,6,datetime2,YES,NULL,NULL,NULL,0
seq05,7,bigint,YES,NULL,19,0,0
seq06,8,float,YES,NULL,53,NULL,0
seq07,9,bigint,YES,NULL,19,0,0
seq08,10,nvarchar,YES,-1,NULL,NULL,0
seq09,11,float,YES,NULL,53,NULL,0
seq10,12,datetime2,YES,NULL,NULL,NULL,0
seq11,13,bigint,YES,NULL,19,0,0
seq12,14,float,YES,NULL,53,NULL,0
seq13,15,nvarchar,YES,-1,NULL,NULL,0
seq14,16,datetime2,YES,NULL,NULL,NULL,0
seq15,17,nvarchar,YES,-1,NULL,NULL,0
seq16,18,nvarchar,YES,-1,NULL,NULL,0
seq17_18,19,datetime2,YES,NULL,NULL,NULL,0
