COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_PRIMARY_KEY
-----------,----------------,---------,-----------,------------------------,-----------------,-------------,--------------
id,1,int,YES,NULL,10,0,0
cd_tipo_estoque,2,bigint,YES,NULL,19,0,0
cd_produto,3,nvarchar,YES,500,NULL,NULL,0
cd_tipo_produto,4,bigint,YES,NULL,19,0,0
dimensao01,5,nvarchar,YES,500,NULL,NULL,0
dimensao02,6,nvarchar,YES,500,NULL,NULL,0
dimensao03,7,nvarchar,YES,500,NULL,NULL,0
cd_entidade_estoque,8,bigint,YES,NULL,19,0,0
cd_entidade,9,bigint,YES,NULL,19,0,0
cd_tipo_entidade,10,bigint,YES,NULL,19,0,0
cd_nota_fiscal,11,bigint,YES,NULL,19,0,0
cd_item_nota_fiscal,12,bigint,YES,NULL,19,0,0
ds_item_nota_fiscal,13,nvarchar,YES,500,NULL,NULL,0
dt_mov_interna,14,datetime2,YES,NULL,NULL,NULL,0
cd_item_origem,15,nvarchar,YES,500,NULL,NULL,0
ds_item_origem,16,nvarchar,YES,500,NULL,NULL,0
cd_item_destino,17,nvarchar,YES,500,NULL,NULL,0
ds_item_destino,18,nvarchar,YES,500,NULL,NULL,0
vl_qde_item_origem,19,float,YES,NULL,53,NULL,0
vl_qde_item_destino,20,float,YES,NULL,53,NULL,0
